day,slot,absolute_slot,risk_profile_digest,is_event_slot,settlement_window,baseline_witness_profile_sha256,counterfactual_witness_profile_sha256,counterfactual_profile_role,baseline_total_flexible_mw,counterfactual_total_flexible_mw,baseline_secure_cost_usd_per_interval,counterfactual_secure_cost_usd_per_interval,network_value_usd,nodal_meter_credit_usd,gross_declared_reduction_mwh,frozen_contract_cap_mwh,payable_response_mwh,capacity_payment_usd,signed_contract_value_usd,signed_settlement_usd,cash_settlement_usd,settlement_floor_applied,baseline_max_loading_pu,counterfactual_max_loading_pu,baseline_max_postcontingency_loading_pu,counterfactual_max_postcontingency_loading_pu,finite_n1_contingencies,solver_success
61,10,5866,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4849999999999983,1.484999999999998,13395.314848597429,13395.314848597429,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3624380295040674,0.0,0.0,0.0,0.0,0.0,0,0.7505104497041327,0.7505104497041327,1.0,1.0,37,True
61,11,5867,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4869999999999983,1.486999999999998,13395.33095824543,13395.33095824543,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3484816486581506,0.0,0.0,0.0,0.0,0.0,0,0.7505102059293007,0.7505102059293007,1.0,1.0,37,True
61,12,5868,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4889999999999983,1.488999999999998,13395.345872102504,13395.345872102504,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3594848781575851,0.0,0.0,0.0,0.0,0.0,0,0.7505104335009307,0.7505104335009307,1.0,1.0,37,True
61,13,5869,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4689999999999983,1.468999999999998,13395.220881385128,13395.220881385128,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.358774390045651,0.0,0.0,0.0,0.0,0.0,0,0.7505114734130672,0.7505114734130672,1.0000000000000002,1.0000000000000002,37,True
61,14,5870,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4829999999999983,1.482999999999998,13395.298141053969,13395.298141053969,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3570203465235057,0.0,0.0,0.0,0.0,0.0,0,0.7505109372537969,0.7505109372537969,1.0,1.0,37,True
61,15,5871,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4839999999999984,1.483999999999998,13395.301832131505,13395.301832131505,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3605681008442656,0.0,0.0,0.0,0.0,0.0,0,0.7505109210505948,0.7505109210505948,1.0,1.0,37,True
61,16,5872,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4889999999999983,1.488999999999998,13395.329015012116,13395.329015012116,1.8189894035458565e-12,2.7466302988943256e-15,1.52655665885959e-16,0.3442879543903191,0.0,0.0,1.8189894035458565e-12,1.8189894035458565e-12,1.8189894035458565e-12,0,0.7505106610725607,0.7505106610725607,1.0,1.0,37,True
61,17,5873,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4889999999999983,1.488999999999998,13395.329015012116,13395.329015012116,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3608752855410684,0.0,0.0,0.0,0.0,0.0,0,0.7505106772757631,0.7505106772757631,1.0000000000000004,1.0000000000000004,37,True
61,18,5874,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4809999999999983,1.480999999999998,13395.282031405965,13395.282031405965,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.1809437685387568,0.0,0.0,0.0,0.0,0.0,0,0.7505111810286289,0.7505111810286289,1.0,1.0,37,True
61,19,5875,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.4819999999999984,1.4799999999999982,13395.285722483504,13395.278340328428,0.0073821550759021,0.0073821550750027,0.0005000000000001,0.2910937875831412,0.0,0.0,0.0073821550759021,0.0073821550759021,0.0073821550759021,0,0.7505111810286289,0.7505111810286289,1.0,1.0,37,True
61,20,5876,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.5699999999999985,1.569999999999998,13395.811269644078,13395.811269644078,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3174704758199043,0.0,0.0,0.0,0.0,0.0,0,0.7505052177370478,0.7505052177370478,1.0000000000000002,1.0000000000000002,37,True
61,21,5877,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.5719999999999985,1.573999999999998,13395.81984759008,13395.827229745151,-0.0073821550740831,-0.0073821550749972,1.52655665885959e-16,0.3537047714260662,0.0,0.0,-0.0073821550740831,-0.0073821550740831,0.0,1,0.7505047301873836,0.7505047301873836,1.0000000000000002,1.0000000000000002,37,True
61,22,5878,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.5839999999999983,1.5839999999999983,13395.92917730023,13395.92917730023,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3475245511436493,0.0,0.0,0.0,0.0,0.0,0,0.7505046653745755,0.7505046653745755,1.0000000000000002,1.0000000000000002,37,True
61,23,5879,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.5859999999999983,1.585999999999998,13395.94528694823,13395.94528694823,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.369780490762932,0.0,0.0,0.0,0.0,0.0,0,0.7505044215997436,0.7505044215997436,1.0000000000000002,1.0000000000000002,37,True
61,24,5880,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.5789999999999984,1.5789999999999982,13395.90319021054,13395.90319021054,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.236740782958068,0.0,0.0,0.0,0.0,0.0,0,0.7505044702093496,0.7505044702093496,1.0000000000000004,1.0000000000000004,37,True
61,25,5881,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.6119999999999983,1.6119999999999983,13396.078556517754,13396.078556517754,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.2009513341189746,0.0,0.0,0.0,0.0,0.0,0,0.7505023741818753,0.7505023741818753,1.0000000000000002,1.0000000000000002,37,True
61,26,5882,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.6729999999999985,1.6729999999999985,13396.459611329265,13396.459611329265,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.1527229877711496,0.0,0.0,0.0,0.0,0.0,0,0.7504982631429362,0.7504982631429362,1.0000000000000004,1.0000000000000004,37,True
61,27,5883,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.7049999999999987,1.7049999999999983,13396.63881826094,13396.63881826094,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3139859037582574,0.0,0.0,0.0,0.0,0.0,0,0.7504964108902936,0.7504964108902936,1.0000000000000004,1.0000000000000004,37,True
61,28,5884,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.7399999999999989,1.7399999999999982,13396.845955515617,13396.845955515617,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3752402445513628,0.0,0.0,0.0,0.0,0.0,0,0.750494314862819,0.750494314862819,1.0000000000000002,1.0000000000000002,37,True
61,29,5885,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.7739999999999987,1.7739999999999982,13397.041869990751,13397.041869990751,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3828959088146751,0.0,0.0,0.0,0.0,0.0,0,0.7504919912637147,0.7504919912637147,1.0000000000000004,1.0000000000000004,37,True
61,30,5886,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8349999999999984,1.8349999999999984,13397.405469816416,13397.405469816416,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3580461923589627,0.0,0.0,0.0,0.0,0.0,0,0.7504883191648337,0.7504883191648337,1.0000000000000002,1.0000000000000002,37,True
61,31,5887,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.896999999999999,1.8969999999999985,13397.76582691308,13397.76582691308,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3807793184893721,0.0,0.0,0.0,0.0,0.0,0,0.7504841757194907,0.7504841757194907,1.0000000000000004,1.0000000000000004,37,True
61,32,5888,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8669999999999989,1.8669999999999984,13397.59400213648,13397.59400213648,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.4398512334745305,0.0,0.0,0.0,0.0,0.0,0,0.7504860117689311,0.7504860117689311,1.0000000000000004,1.0000000000000004,37,True
61,33,5889,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8679999999999988,1.8679999999999983,13397.60582281148,13397.60582281148,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.445809989642402,0.0,0.0,0.0,0.0,0.0,0,0.7504860117689311,0.7504860117689311,1.0000000000000004,1.0000000000000004,37,True
61,34,5890,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8709999999999989,1.8699999999999983,13397.616896044092,13397.613204966554,0.003691077537951,0.0036910775375027,0.0002500000000001,0.4277214583182831,0.0,0.0,0.003691077537951,0.003691077537951,0.003691077537951,0,0.750485963159325,0.7504859793625271,1.0000000000000002,1.0000000000000002,37,True
61,35,5891,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8739999999999988,1.8749999999999984,13397.621035470163,13397.624726547703,-0.003691077537951,-0.0036910775374972,2.775557561562892e-17,0.4295050849263,0.0,0.0,-0.003691077537951,-0.003691077537951,0.0,1,0.7504854756096606,0.7504854594064586,1.0,1.0,37,True
61,36,5892,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.873999999999999,1.8739999999999983,13397.62976296309,13397.62976296309,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.4359565925508515,0.0,0.0,0.0,0.0,0.0,0,0.750485248038031,0.750485248038031,1.0000000000000002,1.0000000000000002,37,True
61,37,5893,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8729999999999989,1.8729999999999984,13397.62726767648,13397.62726767648,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.4183840639853095,0.0,0.0,0.0,0.0,0.0,0,0.7504848090979729,0.7504848090979729,1.0000000000000004,1.0000000000000004,37,True
61,38,5894,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.881999999999999,1.8809999999999985,13397.694201555092,13397.689912582093,0.0042889729993476,0.0042889730000027,0.0002500000000001,0.2937642660509952,0.0,0.0,0.0042889729993476,0.0042889729993476,0.0042889729993476,0,0.7504842729387028,0.7504845167135348,1.0000000000000002,1.0000000000000002,37,True
61,39,5895,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8539999999999988,1.8539999999999983,13397.529758933568,13397.529758933568,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3636831829317909,0.0,0.0,0.0,0.0,0.0,0,0.750486092784941,0.750486092784941,1.0000000000000002,1.0000000000000002,37,True
61,40,5896,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8569999999999989,1.8579999999999983,13397.557689256566,13397.561978229567,-0.0042889730011665,-0.0042889729999972,1.52655665885959e-16,0.4083023101227992,0.0,0.0,-0.0042889730011665,-0.0042889730011665,0.0,1,0.7504858490101091,0.7504856052352771,1.0000000000000002,1.0000000000000002,37,True
61,41,5897,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8269999999999988,1.8269999999999984,13397.35155240373,13397.35155240373,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3917251181669545,0.0,0.0,0.0,0.0,0.0,0,0.7504882867584293,0.7504882867584293,1.0,1.0,37,True
61,42,5898,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.8229999999999988,1.8229999999999984,13397.329256391578,13397.329256391578,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.393741063846542,0.0,0.0,0.0,0.0,0.0,0,0.7504880753900012,0.7504880753900012,1.0,1.0,37,True
61,43,5899,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.7999999999999987,1.7999999999999985,13397.191996650668,13397.191996650668,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3738240913320051,0.0,0.0,0.0,0.0,0.0,0,0.7504896352582061,0.7504896352582061,1.0000000000000004,1.0000000000000004,37,True
61,44,5900,88f567aa59520e6371c8b25f0e8024b574ed44cf732202d644e578ece8776c74,0,full_declared_day,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,9f1f4826b5fe27b18105ed15cc4d853494135513751d7bc7ef54825d77d0f3dc,risk_aligned_declaration_witness,1.7979999999999987,1.7979999999999985,13397.19154830213,13397.19154830213,0.0,2.7466302988943256e-15,1.52655665885959e-16,0.3021562860673886,0.0,0.0,0.0,0.0,0.0,0,0.75049012280787,0.75049012280787,1.0000000000000002,1.0000000000000002,37,True
